congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,D000617,DelBene,WA,1,D,22,0,0.00925304,-16.3
0,house,D000619,Davis,IL,13,Republican,118,0.940677966101695,0.71672816,5.5
115,house,D000619,Davis,IL,13,R,96,0.96875,0.79376206,5.5
116,house,D000619,Davis,IL,13,R,22,0.8181818181818182,0.38058022,5.5
0,house,D000620,Delaney,MD,6,Democrat,93,0.34408602150537637,0.38482536,-15.1
115,house,D000620,Delaney,MD,6,D,93,0.34408602150537637,0.38482536,-15.1
0,house,D000621,DeSantis,FL,6,Republican,87,0.9425287356321839,0.91059529,17
115,house,D000621,DeSantis,FL,6,R,87,0.9425287356321839,0.91059529,17
0,house,D000623,DeSaulnier,CA,11,Democrat,116,0.08620689655172414,0.14545706,-48.8
115,house,D000623,DeSaulnier,CA,11,D,94,0.10638297872340426,0.17949632,-48.8
116,house,D000623,DeSaulnier,CA,11,D,22,0,1.657e-5,-48.8
0,house,D000624,Dingell,MI,12,Democrat,116,0.16379310344827586,0.21829338,-26.3
115,house,D000624,Dingell,MI,12,D,95,0.2,0.26630704,-26.3
116,house,D000624,Dingell,MI,12,D,21,0,0.00108872,-26.3
0,house,D000625,Donovan,NY,11,Republican,94,0.8723404255319149,0.85056875,9.8
115,house,D000625,Donovan,NY,11,R,94,0.8723404255319149,0.85056875,9.8
0,house,D000626,Davidson,OH,8,Republican,114,0.868421052631579,0.9504451,34.5
115,house,D000626,Davidson,OH,8,R,95,0.8631578947368421,0.94889761,34.5
116,house,D000626,Davidson,OH,8,R,19,0.8947368421052632,0.95818257,34.5
0,house,D000627,Demings,FL,10,Democrat,118,0.1864406779661017,0.21502106000000001,-26.9
115,house,D000627,Demings,FL,10,D,96,0.22916666666666666,0.26398276,-26.9
116,house,D000627,Demings,FL,10,D,22,0,0.00136997,-26.9
0,house,D000628,Dunn,FL,2,Republican,116,0.9913793103448276,0.95645902,35.6
115,house,D000628,Dunn,FL,2,R,95,0.9894736842105263,0.95481108,35.6
116,house,D000628,Dunn,FL,2,R,21,1,0.963914,35.6
0,house,D000629,Davids,KS,3,Democrat,22,0,0.13170116,-1.2
116,house,D000629,Davids,KS,3,D,22,0,0.13170116,-1.2
0,house,D000630,Delgado,NY,19,Democrat,22,0,0.44557688,6.8
116,house,D000630,Delgado,NY,19,D,22,0,0.44557688,6.8
0,house,D000631,Dean,PA,4,Democrat,22,0,0.00549974,-19.3
116,house,D000631,Dean,PA,4,D,22,0,0.00549974,-19.3
0,house,E000179,Engel,NY,16,Democrat,115,0.13043478260869565,0.14463782,-52.6
115,house,E000179,Engel,NY,16,D,93,0.16129032258064516,0.1788514,-52.6
116,house,E000179,Engel,NY,16,D,22,0,7.67e-6,-52.6
0,house,E000215,Eshoo,CA,18,Democrat,113,0.1592920353982301,0.13747792,-53.2
115,house,E000215,Eshoo,CA,18,D,91,0.1978021978021978,0.1707127,-53.2
116,house,E000215,Eshoo,CA,18,D,22,0,6.8e-6,-53.2
0,house,E000288,Ellison,MN,5,Democrat,81,0.09876543209876543,0.15714956,-55.2
115,house,E000288,Ellison,MN,5,D,81,0.09876543209876543,0.15714956,-55.2
0,house,E000293,Esty,CT,5,Democrat,95,0.2631578947368421,0.60428275,-4.1
115,house,E000293,Esty,CT,5,D,95,0.2631578947368421,0.60428275,-4.1
0,house,E000294,Emmer,MN,6,Republican,116,0.9051724137931034,0.94057746,25.7
115,house,E000294,Emmer,MN,6,R,94,0.8936170212765957,0.94071412,25.7
116,house,E000294,Emmer,MN,6,R,22,0.9545454545454546,0.93999355,25.7
0,house,E000296,Evans,PA,3,Democrat,116,0.14655172413793102,0.11295547,-83.9
115,house,E000296,Evans,PA,2,D,94,0.18085106382978725,0.13939185,-82.8
116,house,E000296,Evans,PA,3,D,22,0,2e-8,-83.9
0,house,E000297,Espaillat,NY,13,Democrat,118,0.09322033898305085,0.10840858,-86.9
115,house,E000297,Espaillat,NY,13,D,96,0.11458333333333333,0.13325221,-86.9
116,house,E000297,Espaillat,NY,13,D,22,0,1e-8,-86.9
0,house,E000298,Estes,KS,4,Republican,92,0.9565217391304348,0.92988514,27.2
115,house,E000298,Estes,KS,4,R,70,0.9428571428571428,0.92474856,27.2
116,house,E000298,Estes,KS,4,R,22,1,0.94622882,27.2
0,house,E000299,Escobar,TX,16,Democrat,22,0,8.791e-5,-40.7
116,house,E000299,Escobar,TX,16,D,22,0,8.791e-5,-40.7
0,house,F000372,Frelinghuysen,NJ,11,Republican,94,0.8936170212765957,0.71058572,0.9
115,house,F000372,Frelinghuysen,NJ,11,R,94,0.8936170212765957,0.71058572,0.9
0,house,F000448,Franks,AZ,8,Republican,56,0.9285714285714286,0.93813828,21.1
115,house,F000448,Franks,AZ,8,R,56,0.9285714285714286,0.93813828,21.1
0,house,F000449,Fortenberry,NE,1,Republican,116,0.9827586206896551,0.9251235,21.3
115,house,F000449,Fortenberry,NE,1,R,94,0.9787234042553191,0.92876619,21.3
116,house,F000449,Fortenberry,NE,1,R,22,1,0.90955927,21.3
0,house,F000450,Foxx,NC,5,Republican,118,0.9322033898305084,0.90394537,17.6
115,house,F000450,Foxx,NC,5,R,96,0.9270833333333334,0.91454741,17.6
116,house,F000450,Foxx,NC,5,R,22,0.9545454545454546,0.85768192,17.6
0,house,F000454,Foster,IL,11,Democrat,116,0.1896551724137931,0.23502551,-23.5
115,house,F000454,Foster,IL,11,D,94,0.23404255319148937,0.28942632,-23.5
116,house,F000454,Foster,IL,11,D,22,0,0.00258565,-23.5
0,house,F000455,Fudge,OH,11,Democrat,115,0.1391304347826087,0.12832516,-63.5
115,house,F000455,Fudge,OH,11,D,93,0.17204301075268819,0.15868143,-63.5
116,house,F000455,Fudge,OH,11,D,22,0,9.3e-7,-63.5
0,house,F000459,Fleischmann,TN,3,Republican,118,0.9830508474576272,0.95255194,35.2
115,house,F000459,Fleischmann,TN,3,R,96,0.9791666666666666,0.94970841,35.2
116,house,F000459,Fleischmann,TN,3,R,22,1,0.96496008,35.2
0,house,F000460,Farenthold,TX,27,Republican,70,0.9285714285714286,0.93524181,23.6
115,house,F000460,Farenthold,TX,27,R,70,0.9285714285714286,0.93524181,23.6
0,house,F000461,Flores,TX,17,Republican,117,0.9829059829059829,0.90291565,17.5
115,house,F000461,Flores,TX,17,R,95,0.9894736842105263,0.91383346,17.5
116,house,F000461,Flores,TX,17,R,22,0.9545454545454546,0.85577059,17.5
0,house,F000462,Frankel,FL,21,Democrat,102,0.17647058823529413,0.29454051,-19.5
115,house,F000462,Frankel,FL,21,D,87,0.20689655172413793,0.34399633,-19.5
116,house,F000462,Frankel,FL,21,D,15,0,0.00769675,-19.5
0,house,F000464,Faso,NY,19,Republican,96,0.8958333333333334,0.81333017,6.8
115,house,F000464,Faso,NY,19,R,96,0.8958333333333334,0.81333017,6.8
0,house,F000465,Ferguson,GA,3,Republican,118,0.9661016949152542,0.94968326,31.5
115,house,F000465,Ferguson,GA,3,R,96,0.96875,0.94770169,31.5
116,house,F000465,Ferguson,GA,3,R,22,0.9545454545454546,0.95833012,31.5
0,house,F000466,Fitzpatrick,PA,1,Republican,118,0.7203389830508474,0.5892007,-2
115,house,F000466,Fitzpatrick,PA,8,R,96,0.84375,0.69809505,0.2
116,house,F000466,Fitzpatrick,PA,1,R,22,0.18181818181818182,0.11402535,-2
0,house,F000467,Finkenauer,IA,1,Democrat,22,0,0.28815683,3.5
116,house,F000467,Finkenauer,IA,1,D,22,0,0.28815683,3.5
0,house,F000468,Fletcher,TX,7,Democrat,22,0,0.12706072,-1.4
116,house,F000468,Fletcher,TX,7,D,22,0,0.12706072,-1.4
0,house,F000469,Fulcher,ID,1,Republican,22,0.9545454545454546,0.9691273,38.3
116,house,F000469,Fulcher,ID,1,R,22,0.9545454545454546,0.9691273,38.3
0,house,G000289,Goodlatte,VA,6,Republican,96,0.9583333333333334,0.93895541,24.8
115,house,G000289,Goodlatte,VA,6,R,96,0.9583333333333334,0.93895541,24.8
0,house,G000377,Granger,TX,12,Republican,108,0.9722222222222222,0.94513065,30.2
115,house,G000377,Granger,TX,12,R,89,0.9775280898876404,0.94333644,30.2
116,house,G000377,Granger,TX,12,R,19,0.9473684210526315,0.95353509,30.2
0,house,G000410,Green,TX,29,Democrat,90,0.28888888888888886,0.19687739,-45.7
115,house,G000410,Green,TX,29,D,90,0.28888888888888886,0.19687739,-45.7
0,house,G000535,Gutiérrez,IL,4,Democrat,87,0.11494252873563218,0.15013277,-68.9
115,house,G000535,Gutiérrez,IL,4,D,87,0.11494252873563218,0.15013277,-68.9
0,house,G000546,Graves,MO,6,Republican,110,0.9727272727272728,0.9561331,31.4
115,house,G000546,Graves,MO,6,R,89,0.9775280898876404,0.9560052,31.4
116,house,G000546,Graves,MO,6,R,21,0.9523809523809523,0.95667514,31.4
0,house,G000551,Grijalva,AZ,3,Democrat,118,0.0847457627118644,0.19961294,-29.9
115,house,G000551,Grijalva,AZ,3,D,96,0.10416666666666667,0.24518122,-29.9
116,house,G000551,Grijalva,AZ,3,D,22,0,7.6953e-4,-29.9
0,house,G000552,Gohmert,TX,1,Republican,114,0.8157894736842105,0.95403937,46.9
115,house,G000552,Gohmert,TX,1,R,92,0.8043478260869565,0.94841722,46.9
116,house,G000552,Gohmert,TX,1,R,22,0.8636363636363636,0.97755021,46.9
0,house,G000553,Green,TX,9,Democrat,118,0.1440677966101695,0.12992898,-61.3
115,house,G000553,Green,TX,9,D,96,0.17708333333333334,0.15970404,-61.3
116,house,G000553,Green,TX,9,D,22,0,1.41e-6,-61.3
0,house,G000558,Guthrie,KY,2,Republican,118,0.9830508474576272,0.95448766,39.9
115,house,G000558,Guthrie,KY,2,R,96,0.9895833333333334,0.95071155,39.9
116,house,G000558,Guthrie,KY,2,R,22,0.9545454545454546,0.97096519,39.9
0,house,G000559,Garamendi,CA,3,Democrat,116,0.23275862068965517,0.35619258,-12.6
115,house,G000559,Garamendi,CA,3,D,95,0.28421052631578947,0.43090728,-12.6
116,house,G000559,Garamendi,CA,3,D,21,0,0.01819747,-12.6
0,house,G000560,Graves,GA,14,Republican,117,0.9829059829059829,0.95510848,52.9
115,house,G000560,Graves,GA,14,R,95,0.9789473684210527,0.94885113,52.9
116,house,G000560,Graves,GA,14,R,22,1,0.98212884,52.9
0,house,G000563,Gibbs,OH,7,Republican,115,0.9652173913043478,0.94679396,29.7
115,house,G000563,Gibbs,OH,7,R,96,0.96875,0.9461453,29.7
116,house,G000563,Gibbs,OH,7,R,19,0.9473684210526315,0.95007137,29.7
0,house,G000565,Gosar,AZ,4,Republican,112,0.8125,0.95226159,40.2
115,house,G000565,Gosar,AZ,4,R,90,0.7777777777777778,0.94760983,40.2
116,house,G000565,Gosar,AZ,4,R,22,0.9545454545454546,0.97129152,40.2
0,house,G000566,Gowdy,SC,4,Republican,96,0.9791666666666666,0.94068215,25.7
115,house,G000566,Gowdy,SC,4,R,96,0.9791666666666666,0.94068215,25.7
0,house,G000568,Griffith,VA,9,Republican,114,0.8859649122807017,0.95332833,41.5
115,house,G000568,Griffith,VA,9,R,93,0.8924731182795699,0.94925981,41.5
116,house,G000568,Griffith,VA,9,R,21,0.8571428571428571,0.9713461,41.5
0,house,G000571,Gabbard,HI,2,Democrat,111,0.2072072072072072,0.18652576,-31.8
115,house,G000571,Gabbard,HI,2,D,91,0.25274725274725274,0.22741073,-31.8
116,house,G000571,Gabbard,HI,2,D,20,0,4.9916e-4,-31.8
0,house,G000574,Gallego,AZ,7,Democrat,116,0.13793103448275862,0.14867056,-49.2
115,house,G000574,Gallego,AZ,7,D,94,0.1702127659574468,0.18346223,-49.2
116,house,G000574,Gallego,AZ,7,D,22,0,1.527e-5,-49.2
0,house,G000576,Grothman,WI,6,Republican,118,0.9491525423728814,0.89828324,16.9
115,house,G000576,Grothman,WI,6,R,96,0.9375,0.91080976,16.9
116,house,G000576,Grothman,WI,6,R,22,1,0.84362208,16.9
0,house,G000577,Graves,LA,6,Republican,118,0.8983050847457628,0.95164538,33.8
115,house,G000577,Graves,LA,6,R,96,0.8854166666666666,0.94910788,33.8
116,house,G000577,Graves,LA,6,R,22,0.9545454545454546,0.96271808,33.8
0,house,G000578,Gaetz,FL,1,Republican,115,0.8260869565217391,0.95828136,39.3
115,house,G000578,Gaetz,FL,1,R,95,0.8105263157894737,0.95013337,39.3
116,house,G000578,Gaetz,FL,1,R,20,0.9,0.9969843,39.3
0,house,G000579,Gallagher,WI,8,Republican,118,0.923728813559322,0.90394537,17.6
115,house,G000579,Gallagher,WI,8,R,96,0.9375,0.91454741,17.6
116,house,G000579,Gallagher,WI,8,R,22,0.8636363636363636,0.85768192,17.6
0,house,G000580,Garrett,VA,5,Republican,90,0.8,0.86515363,11.1
115,house,G000580,Garrett,VA,5,R,90,0.8,0.86515363,11.1
0,house,G000581,Gonzalez,TX,15,Democrat,117,0.28205128205128205,0.2981203,-16.7
115,house,G000581,Gonzalez,TX,15,D,95,0.3473684210526316,0.36515802,-16.7
116,house,G000581,Gonzalez,TX,15,D,22,0,0.00863921,-16.7
0,house,G000583,Gottheimer,NJ,5,Democrat,118,0.4491525423728814,0.6190898,1.1
115,house,G000583,Gottheimer,NJ,5,D,96,0.5520833333333334,0.71590437,1.1
116,house,G000583,Gottheimer,NJ,5,D,22,0,0.1966262,1.1
0,house,G000584,Gianforte,MT,0,Republican,84,0.9404761904761905,0.90353936,20.42273211
115,house,G000584,Gianforte,MT,0,R,62,0.9354838709677419,0.90475126,20.42273211
116,house,G000584,Gianforte,MT,0,R,22,0.9545454545454546,0.900124,20.42273211
0,house,G000585,Gomez,CA,34,Democrat,79,0.12658227848101267,0.1204199,-72.9
115,house,G000585,Gomez,CA,34,D,57,0.17543859649122806,0.16689769,-72.9
116,house,G000585,Gomez,CA,34,D,22,0,1.7e-7,-72.9
0,house,G000586,García,IL,4,Democrat,22,0,3.5e-7,-68.9
116,house,G000586,García,IL,4,D,22,0,3.5e-7,-68.9
0,house,G000587,Garcia,TX,29,Democrat,22,0,3.135e-5,-45.7
116,house,G000587,Garcia,TX,29,D,22,0,3.135e-5,-45.7
0,house,G000588,Gonzalez,OH,16,Republican,21,0.9523809523809523,0.8324132,16.6
116,house,G000588,Gonzalez,OH,16,R,21,0.9523809523809523,0.8324132,16.6
0,house,G000589,Gooden,TX,5,Republican,22,0.9545454545454546,0.95031337,28.4
116,house,G000589,Gooden,TX,5,R,22,0.9545454545454546,0.95031337,28.4
0,house,G000590,Green,TN,7,Republican,22,0.9545454545454546,0.97029607,39.3
116,house,G000590,Green,TN,7,R,22,0.9545454545454546,0.97029607,39.3
0,house,G000591,Guest,MS,3,Republican,22,0.9545454545454546,0.93382053,24.5
116,house,G000591,Guest,MS,3,R,22,0.9545454545454546,0.93382053,24.5
0,house,G000592,Golden,ME,2,Democrat,22,0.09090909090909091,0.61938126,10.3
116,house,G000592,Golden,ME,2,D,22,0.09090909090909091,0.61938126,10.3
0,house,H000324,Hastings,FL,20,Democrat,111,0.0990990990990991,0.12814122,-62.1
115,house,H000324,Hastings,FL,20,D,90,0.12222222222222222,0.15804055,-62.1
116,house,H000324,Hastings,FL,20,D,21,0,1.27e-6,-62.1
0,house,H000874,Hoyer,MD,5,Democrat,117,0.15384615384615385,0.18970711,-32
115,house,H000874,Hoyer,MD,5,D,95,0.18947368421052632,0.23352122,-32
116,house,H000874,Hoyer,MD,5,D,22,0,5.0984e-4,-32
0,house,H001036,Hensarling,TX,5,Republican,96,0.9479166666666666,0.94471163,28.4
115,house,H001036,Hensarling,TX,5,R,96,0.9479166666666666,0.94471163,28.4
0,house,H001038,Higgins,NY,26,Democrat,116,0.1810344827586207,0.26856614,-19.6
115,house,H001038,Higgins,NY,26,D,94,0.22340425531914893,0.3302011,-19.6
116,house,H001038,Higgins,NY,26,D,22,0,0.0052168,-19.6
0,house,H001045,Harper,MS,3,Republican,93,0.989247311827957,0.93650002,24.5
115,house,H001045,Harper,MS,3,R,93,0.989247311827957,0.93650002,24.5
0,house,H001047,Himes,CT,4,Democrat,113,0.23893805309734514,0.23872112,-23
115,house,H001047,Himes,CT,4,D,93,0.2903225806451613,0.28953016,-23
116,house,H001047,Himes,CT,4,D,20,0,0.0024591,-23
0,house,H001048,Hunter,CA,50,Republican,116,0.9568965517241379,0.87915618,15
115,house,H001048,Hunter,CA,50,R,94,0.9468085106382979,0.8984473,15
116,house,H001048,Hunter,CA,50,R,22,1,0.79673047,15
0,house,H001050,Hanabusa,HI,1,Democrat,84,0.21428571428571427,0.21012633,-32.6
115,house,H001050,Hanabusa,HI,1,D,84,0.21428571428571427,0.21012633,-32.6
0,house,H001052,Harris,MD,1,Republican,117,0.8974358974358975,0.94561811,28.6
115,house,H001052,Harris,MD,1,R,95,0.8736842105263158,0.94438789,28.6
116,house,H001052,Harris,MD,1,R,22,1,0.95093044,28.6
0,house,H001053,Hartzler,MO,4,Republican,113,0.9734513274336283,0.95301913,36
115,house,H001053,Hartzler,MO,4,R,94,0.9787234042553191,0.95129007,36
116,house,H001053,Hartzler,MO,4,R,19,0.9473684210526315,0.96157345,36
0,house,H001056,Herrera Beutler,WA,3,Republican,117,0.8376068376068376,0.75642205,7.4
115,house,H001056,Herrera Beutler,WA,3,R,95,0.9157894736842105,0.8213349,7.4
116,house,H001056,Herrera Beutler,WA,3,R,22,0.5,0.47611656,7.4
0,house,H001058,Huizenga,MI,2,Republican,116,0.9741379310344828,0.90298558,17.6
115,house,H001058,Huizenga,MI,2,R,95,0.9789473684210527,0.91387495,17.6
116,house,H001058,Huizenga,MI,2,R,21,0.9523809523809523,0.85372413,17.6
0,house,H001059,Hultgren,IL,14,Republican,94,0.9680851063829787,0.76650981,3.9
115,house,H001059,Hultgren,IL,14,R,94,0.9680851063829787,0.76650981,3.9
0,house,H001064,Heck,WA,10,Democrat,117,0.19658119658119658,0.37173523,-11.4
115,house,H001064,Heck,WA,10,D,95,0.24210526315789474,0.45288484,-11.4
116,house,H001064,Heck,WA,10,D,22,0,0.02131645,-11.4
0,house,H001065,Holding,NC,2,Republican,118,0.9152542372881356,0.80059856,9.6
115,house,H001065,Holding,NC,2,R,96,0.90625,0.84972588,9.6
116,house,H001065,Holding,NC,2,R,22,0.9545454545454546,0.58622481,9.6
0,house,H001066,Horsford,NV,4,Democrat,22,0,0.06719035,-4.9
116,house,H001066,Horsford,NV,4,D,22,0,0.06719035,-4.9
0,house,H001067,Hudson,NC,8,Republican,112,0.9285714285714286,0.87664644,15
115,house,H001067,Hudson,NC,8,R,90,0.9222222222222223,0.89618146,15
116,house,H001067,Hudson,NC,8,R,22,0.9545454545454546,0.79673047,15
0,house,H001068,Huffman,CA,2,Democrat,114,0.13157894736842105,0.14068934,-45.7
115,house,H001068,Huffman,CA,2,D,92,0.16304347826086957,0.17432495,-45.7
116,house,H001068,Huffman,CA,2,D,22,0,3.135e-5,-45.7
0,house,H001071,Hice,GA,10,Republican,118,0.9067796610169492,0.94008011,25.5
115,house,H001071,Hice,GA,10,R,96,0.8958333333333334,0.94031695,25.5
116,house,H001071,Hice,GA,10,R,22,0.9545454545454546,0.93904662,25.5
0,house,H001072,Hill,AR,2,Republican,117,0.9658119658119658,0.8205959,10.7
115,house,H001072,Hill,AR,2,R,95,0.968421052631579,0.86295106,10.7
116,house,H001072,Hill,AR,2,R,22,0.9545454545454546,0.63769862,10.7
0,house,H001073,Hurd,TX,23,Republican,118,0.8220338983050848,0.52317687,-3.4
115,house,H001073,Hurd,TX,23,R,96,0.9479166666666666,0.62282121,-3.4
116,house,H001073,Hurd,TX,23,R,22,0.2727272727272727,0.0883652,-3.4
0,house,H001074,Hollingsworth,IN,9,Republican,116,0.8793103448275862,0.94247174,26.9
115,house,H001074,Hollingsworth,IN,9,R,94,0.8829787234042553,0.94185832,26.9
116,house,H001074,Hollingsworth,IN,9,R,22,0.8636363636363636,0.94509267,26.9
0,house,H001077,Higgins,LA,3,Republican,115,0.9739130434782609,0.95289693,38.1
115,house,H001077,Higgins,LA,3,R,93,0.967741935483871,0.94911486,38.1
116,house,H001077,Higgins,LA,3,R,22,1,0.96888475,38.1
0,house,H001078,Handel,GA,6,Republican,62,0.9838709677419355,0.72035223,1.5
115,house,H001078,Handel,GA,6,R,62,0.9838709677419355,0.72035223,1.5
0,house,H001080,Haaland,NM,1,Democrat,22,0,0.00894106,-16.5
116,house,H001080,Haaland,NM,1,D,22,0,0.00894106,-16.5
0,house,H001081,Hayes,CT,5,Democrat,22,0,0.07775318,-4.1
116,house,H001081,Hayes,CT,5,D,22,0,0.07775318,-4.1
0,house,H001082,Hern,OK,1,Republican,25,1,0.9423246,28.7
115,house,H001082,Hern,OK,1,R,3,1,0.87699759,28.7
116,house,H001082,Hern,OK,1,R,22,1,0.95123283,28.7
0,house,H001083,Horn,OK,5,Democrat,22,0.045454545454545456,0.74625614,13.4
116,house,H001083,Horn,OK,5,D,22,0.045454545454545456,0.74625614,13.4
0,house,H001085,Houlahan,PA,6,Democrat,22,0,0.03062507,-9.3
116,house,H001085,Houlahan,PA,6,D,22,0,0.03062507,-9.3
0,house,H001087,Hill,CA,25,Democrat,22,0,0.04850887,-6.7
116,house,H001087,Hill,CA,25,D,22,0,0.04850887,-6.7
0,house,H001088,Hagedorn,MN,1,Republican,22,0.9545454545454546,0.79388086,14.9
116,house,H001088,Hagedorn,MN,1,R,22,0.9545454545454546,0.79388086,14.9
0,house,H001090,Harder,CA,10,Democrat,22,0,0.09506181,-3
116,house,H001090,Harder,CA,10,D,22,0,0.09506181,-3
0,house,I000056,Issa,CA,49,Republican,91,0.9340659340659341,0.52656244,-7.5
115,house,I000056,Issa,CA,49,R,91,0.9340659340659341,0.52656244,-7.5
0,house,J000032,Jackson Lee,TX,18,Democrat,117,0.13675213675213677,0.13689724,-56.5
115,house,J000032,Jackson Lee,TX,18,D,95,0.16842105263157894,0.16859893,-56.5
116,house,J000032,Jackson Lee,TX,18,D,22,0,3.54e-6,-56.5
0,house,J000126,Johnson,TX,30,Democrat,110,0.14545454545454545,0.1379524,-60.8
115,house,J000126,Johnson,TX,30,D,88,0.18181818181818182,0.17244011,-60.8
116,house,J000126,Johnson,TX,30,D,22,0,1.55e-6,-60.8
0,house,J000174,Johnson,TX,3,Republican,87,0.9310344827586207,0.89057208,14.2
115,house,J000174,Johnson,TX,3,R,87,0.9310344827586207,0.89057208,14.2
0,house,J000255,Jones,NC,3,Republican,75,0.49333333333333335,0.94015207,23.6
115,house,J000255,Jones,NC,3,R,75,0.49333333333333335,0.94015207,23.6
0,house,J000288,Johnson,GA,4,Democrat,116,0.12931034482758622,0.14266334,-53.1
115,house,J000288,Johnson,GA,4,D,94,0.1595744680851064,0.17605101,-53.1
116,house,J000288,Johnson,GA,4,D,22,0,6.94e-6,-53.1
0,house,J000289,Jordan,OH,4,Republican,116,0.853448275862069,0.95071135,33.6
115,house,J000289,Jordan,OH,4,R,94,0.851063829787234,0.94798168,33.6
116,house,J000289,Jordan,OH,4,R,22,0.8636363636363636,0.96237444,33.6
0,house,J000290,Jenkins,KS,2,Republican,92,0.967391304347826,0.91685546,18.4
115,house,J000290,Jenkins,KS,2,R,92,0.967391304347826,0.91685546,18.4
0,house,J000292,Johnson,OH,6,Republican,117,0.9829059829059829,0.95470717,42.6
115,house,J000292,Johnson,OH,6,R,95,0.9894736842105263,0.95030122,42.6
116,house,J000292,Johnson,OH,6,R,22,0.9545454545454546,0.97373286,42.6
0,house,J000294,Jeffries,NY,8,Democrat,115,0.13043478260869565,0.12324794,-71.1
115,house,J000294,Jeffries,NY,8,D,94,0.1595744680851064,0.15078201,-71.1
116,house,J000294,Jeffries,NY,8,D,21,0,2.4e-7,-71.1
0,house,J000295,Joyce,OH,14,Republican,118,0.9661016949152542,0.83325345,11.5
115,house,J000295,Joyce,OH,14,R,96,0.96875,0.87003621,11.5
116,house,J000295,Joyce,OH,14,R,22,0.9545454545454546,0.67274685,11.5
0,house,J000297,Jenkins,WV,3,Republican,91,0.967032967032967,0.95435644,49.2
115,house,J000297,Jenkins,WV,3,R,91,0.967032967032967,0.95435644,49.2
0,house,J000298,Jayapal,WA,7,Democrat,117,0.09401709401709402,0.12222894,-69.9
115,house,J000298,Jayapal,WA,7,D,95,0.11578947368421053,0.15053453,-69.9
116,house,J000298,Jayapal,WA,7,D,22,0,2.9e-7,-69.9
0,house,J000299,Johnson,LA,4,Republican,114,0.9298245614035088,0.94174599,24
115,house,J000299,Johnson,LA,4,R,93,0.9139784946236559,0.9364328,24
116,house,J000299,Johnson,LA,4,R,21,1,0.96527584,24
0,house,J000301,Johnson,SD,0,Republican,22,0.8636363636363636,0.95429468,29.79332222
116,house,J000301,Johnson,SD,0,R,22,0.8636363636363636,0.95429468,29.79332222
0,house,J000302,Joyce,PA,13,Republican,22,1,0.97654138,45.7
116,house,J000302,Joyce,PA,13,R,22,1,0.97654138,45.7
0,house,J000303,Jones,MI,13,Democrat,3,0.6666666666666666,0.66132436000000006,-60.7
115,house,J000303,Jones,MI,13,D,3,0.6666666666666666,0.66132436000000006,-60.7
0,house,K000009,Kaptur,OH,9,Democrat,115,0.19130434782608696,0.24073339,-22.2
115,house,K000009,Kaptur,OH,9,D,93,0.23655913978494625,0.29690569,-22.2
116,house,K000009,Kaptur,OH,9,D,22,0,0.00327778,-22.2
0,house,K000188,Kind,WI,3,Democrat,113,0.26548672566371684,0.69537035,4.5
115,house,K000188,Kind,WI,3,D,92,0.31521739130434784,0.7795032,4.5
116,house,K000188,Kind,WI,3,D,21,0.047619047619047616,0.32678832,4.5
0,house,K000210,King,NY,2,Republican,116,0.8448275862068966,0.78945425,9.1
115,house,K000210,King,NY,2,R,94,0.8617021276595744,0.84273084,9.1
116,house,K000210,King,NY,2,R,22,0.7727272727272727,0.56181791,9.1
0,house,K000362,King,IA,4,Republican,115,0.9304347826086956,0.94266062,27.4
115,house,K000362,King,IA,4,R,93,0.9139784946236559,0.94164382,27.4
116,house,K000362,King,IA,4,R,22,1,0.94695892,27.4
0,house,K000368,Kirkpatrick,AZ,2,Democrat,22,0,0.06719035,-4.9
116,house,K000368,Kirkpatrick,AZ,2,D,22,0,0.06719035,-4.9
0,house,K000375,Keating,MA,9,Democrat,113,0.23008849557522124,0.37297798,-10.7
115,house,K000375,Keating,MA,9,D,91,0.2857142857142857,0.45733773,-10.7
116,house,K000375,Keating,MA,9,D,22,0,0.02403536,-10.7
0,house,K000376,Kelly,PA,16,Republican,117,0.9658119658119658,0.93227323,20
115,house,K000376,Kelly,PA,3,R,95,0.968421052631579,0.94089986,26.1
116,house,K000376,Kelly,PA,16,R,22,0.9545454545454546,0.89502185,20
0,house,K000378,Kinzinger,IL,16,Republican,117,0.9401709401709402,0.90257984,17.2
115,house,K000378,Kinzinger,IL,16,R,96,0.9895833333333334,0.91244889,17.2
116,house,K000378,Kinzinger,IL,16,R,21,0.7142857142857143,0.85746418,17.2
0,house,K000379,Kennedy,MA,4,Democrat,109,0.13761467889908258,0.22927101,-24.2
115,house,K000379,Kennedy,MA,4,D,87,0.1724137931034483,0.28667291,-24.2
116,house,K000379,Kennedy,MA,4,D,22,0,0.00227261,-24.2
0,house,K000380,Kildee,MI,5,Democrat,115,0.16521739130434782,0.50357188,-4.2
115,house,K000380,Kildee,MI,5,D,93,0.20430107526881722,0.6046362,-4.2
116,house,K000380,Kildee,MI,5,D,22,0,0.07634541,-4.2
0,house,K000381,Kilmer,WA,6,Democrat,117,0.23076923076923078,0.35769278,-12.3
115,house,K000381,Kilmer,WA,6,D,95,0.28421052631578947,0.43629325,-12.3
116,house,K000381,Kilmer,WA,6,D,22,0,0.01828166,-12.3
0,house,K000382,Kuster,NH,2,Democrat,116,0.3017241379310345,0.53954306,-2.4
